Message,Label
"Hi Mr/Ms <NAME>, RDCN 09740 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",ham
Laging suliting ang load bago pa ito mag-expire! Expired na ang promo? Load your fave ALLNET 20 with just a tap sa https://smrt.ph/GetSmartApp o sa suking tindahan!,ham
Your payment of P799.00 to Google has been successfully processed on 07-16-24 03:56:55 AM. Ref. No. 049169119,ham
You have successfully linked your GCash account to GOOGLE_PH.,ham
"224542 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",ham
"Hi! Congratulations, Account Secure ka na! You just registered your phone Realme RMX3191 with your GCash # 09129094503. If this is not you, go to the GCash Help Center and chat with Gigi.",ham
"WAG I-SHARE ANG IYONG OTP. May bagong device na nagrequest ng access sa GCash account mo. Kung ikaw ito, ang OTP ay 643140. Kung hindi, scam yan at wag ibigay.",ham
"Happy payday, GOMO Fam! Wanna get more out of Shopee's 7.15 Payday Sale? Convert your 3.5GB to a P50 Shopee voucher! Just open your GOMO PH app and go to the 'Mo Creds tab to start swappin'. No advisories? Text OFF to 2686 for free.",ham
"Landline calls ba pero tipid sa load? May ALLNET w/ LANDLINE na sa TNT! Get up to 1,000 minutes of landline calls + Unli Calls & Texts to all valid for up to 1 year! Get it on smrt.ph/SmartApp or dial *123# NOW",ham
May dream gaming setup ka ba? Sagot ng GGives ang new consoles mo on easy installments. Level up with GGives.,ham
Heto na ang BEST FREEBIE para sa'yo! Load more and subscribe to ALLNET 20 and get FREE 6 GB ALL ACCESS + UNLI ALLNET calls & texts for 1 day! Get it 'til 14-July-2024 ONLY!,ham
"BigWln, nanalo ka ng Prize: P39,259. Magparehistro Makakuha ng P17~Maglaro ng P50 Makakuha ng P57. Libreng P128 para sa unang deposito~ gdubw.social",scam
"ADVISORY: The old BDO Digital Banking app will be deactivated on August 19, 2024. Make the switch now! Download the BDO Online app and log in with your existing username and password. If you are unable to log in, tap ""Need help logging in?"" to retrieve your username or reset your password. New BDO Online users get a chance to win P3,000 Cash Credits. Promo until July 31, 2024. T&Cs apply. DTI195531.",ham
Never run out of data. Manage your account & subscriptions with just a tap in the Smart App smrt.ph/CheckUsage,ham
Naubos na ang Allnet Texts mo.,ham
10-Jul 14:46: UTANG NA LOAD approved. May 5 AllNet Texts ka na for 1 day. P5 will be deducted sa iyong next reload. Ref: 781055901635,ham
"Stay connected today at mag ALL DATA 99 na dahil 2x more data ka na with 6 GB for all sites and apps, plus 6 GB all access data for free. All valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
"Magandang Araw <NAME>, Shopee Delivery! Sa ilalim ng iyong pahintulot, mangongolekta kami ng litrato bilang Proof of Delivery. Pakihanda ang iyong bayad na 0 PHP. Gamitin ang QRPH code para sa cashless payment. [COD Unbox]: Maaaring kang mag-request i-check ang item at i-return on the spot ito kung may issue. I-check ang order details for eligibility. Pag may katanungan, i-contact ang Customer Service sa Shopee App.",ham
"Compete in GJP Casino's Bet Tournament and win up to 12,000 points! GJArena.de New members receive a 200% bonus + 3000 points. Join today!",scam
One more round pa! Mag-Borrow Load na! Mag-palista na walang abala para tuluy-tuloy lang ang paglalaro!,ham
"Mag subscribe na sa ALL DATA 99 today dahil 2x all access data na ito, perfect para sa lahat ng sites and apps. Enjoy 6 GB, plus another 6 GB all access data for free, all valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
"No budget? No problem! Sa TNT UTANG NA LOAD, makakakuha ka na agad ng 200 MB pang internet, at sa next top up pa ang bawas ng P10! Dial *5623# now!",ham
"Ang ALL DATA 99 ay may 2x more data na kaya mas pangmatagalan na ang access to all sites & apps. Enjoy 6 GB, plus another 6 GB all access data for free, all valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: raypop.de.,scam
Heto na ang BEST FREEBIE para sa'yo! Gamitin ang current load to subscribe to ALLNET 20 and get FREE 6 GB ALL ACCESS + UNLI ALLNET calls & texts for 1 day! Get it 'til 09-July-2024 ONLY!,ham
Rentahan ko gcash mo 2500 monthly. Extra income. PM mko a telegram kung interesado ka @gtomoney,scam
"Long time no see, may good news ako sayo. mag-recharge ng P100 at makakuha ng P777 nang libre>>> vgsf7y7qw.nl",scam
"Tara, EPwin! Makukuha mo ang 180% Welcome Bonus hanggang 15k pesos + 1.2% araw-araw na rebate! Mag-enjoy sa mga laro ngayon sa epicdice.de!",scam
"Landline calls ba pero tipid sa load? May ALLNET w/ LANDLINE na sa TNT! Get up to 1,000 minutes of landline calls + Unli Calls & Texts to all valid for up to 1 year! Get it on smrt.ph/SmartApp or dial *123# NOW",ham
"Stay connected today at mag ALL DATA 99 na dahil 2x more data ka na with 6 GB for all sites and apps, plus 6 GB all access data for free. All valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
"Happy 7.7, GOMO Fam! Wanna get more out of Shopee's 7.7 Mid-Year Sale? Convert your 3.5GB to a P50 Shopee voucher! Just open your GOMO PH app and go to the 'Mo Creds tab to start swappin'. No advisories? Text OFF to 2686 for free.",ham
"GJGames.de! This Sunday, spin the Daily Lucky Wheel and win a Samsung Galaxy S23+ 5G worth P42,999. New members get 200% bonus + P3000.",scam
Never run out of data. Always check your load balance and subscriptions with just a tap on smrt.ph/CheckUsage,ham
You're trying to access sites not included in your promo OR haven't subscribed to one yet.,ham
"Mag subscribe na sa ALL DATA 99 today dahil 2x all access data na ito, perfect para sa lahat ng sites and apps. Enjoy 6 GB, plus another 6 GB all access data for free, all valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,ham
06/07 13:50: P10.00 loaded to 09129094503 from xxxxxxxx2785 for 1 year. Ref:BG62QJ87FW. Get MORE with PROMO LOAD in the Smart App!,ham
"2/2 Para ma-check ang iyong outstanding balance, text BAL to 7676. Dial *5623# for the latest loan services.",ham
"2/2 Para ma-check ang iyong outstanding balance, text BAL to 7676. Dial *5623# for the latest loan services.",ham
1/2 06-Jul 11:01: May outstanding balance ka pa from UTANG NA LOAD. Pay your existing loan by reloading or texting PAY to 7676 para makahiram muli.,ham
"Make Friday fabulous! Claim 6,888p + 6,888p at GJP PH's Payday Blast. New members score 3000p at GJBets.de . Join the fun now!",scam
"Ang ALL DATA 99 ay may 2x more data na kaya mas pangmatagalan na ang access to all sites & apps. Enjoy 6 GB, plus another 6 GB all access data for free, all valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
"Oras na para MAGRELOAD, KaTropa! Subscribe na muli sa fave promo mo! Load na sa smrt.ph/GetSmartApp, Maya & other e-wallets, dial *123# or sa suking tindahan!",ham
Congrats VIP! You've won 300% First Deposit Bonus and FREE100 FBS Bonus! Claim now before it's gone! Contact Customer Service to seize your luck! pnlkawin.de !,scam
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 267.24 to ShopeePay. Your OTP is 401008. If you DID NOT make this request, please ignore this message.",ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 262.00 to Shopee Philippines Inc. Your OTP is 525451. If you DID NOT make this request, please ignore this message.",ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 267.24 to ShopeePay. Your OTP is 135529. If you DID NOT make this request, please ignore this message.",ham
May P500 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: cowhop.de,scam
"Stay connected today at mag ALL DATA 99 na dahil 2x more data ka na with 6 GB for all sites and apps, plus 6 GB all access data for free. All valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 267.24 to ShopeePay. Your OTP is 870895. If you DID NOT make this request, please ignore this message.",ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 267.24 to ShopeePay. Your OTP is 470616. If you DID NOT make this request, please ignore this message.",ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 262.00 to Shopee Philippines Inc. Your OTP is 272263. If you DID NOT make this request, please ignore this message.",ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 262.00 to Shopee Philippines Inc. Your OTP is 791009. If you DID NOT make this request, please ignore this message.",ham
You have received P257.40 GCash from 7eleven Kiosk w/ MSG - 2418-6003-4925. Your new balance is P263.00 07-04-24 2:52AM. Ref no. 0018851939632.,ham
Suki! LIBRE na mag-CASH-IN ng ANY AMOUNT sa PalawanPay sa kahit saang Palawan Pawnshop Branch nationwide. Cash-In na!,ham
"Mag subscribe na sa ALL DATA 99 today dahil 2x all access data na ito, perfect para sa lahat ng sites and apps. Enjoy 6 GB, plus another 6 GB all access data for free, all valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
"Unleash the fun! Sbet VIP gives you up to 88,888p Bonus! Newbies get 3,000p Welcome Bonus + daily bonuses! Join today at SBWager.de !",scam
"Compete in July's Mega Tournaments on WinningPlus! Win up to 12,000p + 3,000p bonus & an Oppo Reno 11 Pro 5G valued at 31,999p at wplaysfun.de!",scam
"Ang ALL DATA 99 ay may 2x more data na kaya mas pangmatagalan na ang access to all sites & apps. Enjoy 6 GB, plus another 6 GB all access data for free, all valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
Nakatanggap ang iyong number ng P8714. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: logpaw.de,scam
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: hipbow.de,scam
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: hipbow.de,scam
"Stay connected today at mag ALL DATA 50 na dahil 2x more data ka na with 2 GB for all sites and apps, plus 2 GB all access data for free. All valid for 3 days. Subscribe to ALL DATA 50 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
Keep up with the latest phone trends! Get Galaxy Z Flip 5 now & pay lighter in installments for up to 24 months when you shop via GGives. Visit the GCash dashboard to learn more.,ham
"May UNLI TikTok SAYA ka na, may up to 20% Cashback ka pa! Pwede rin sa REGULAR LOAD kaya mag-load na sa Maya, KaTropa! Dowload NA: https://official.maya.ph/3xMF/vk86la9h DTI192525",ham
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: mooncow.de,scam
"Landline calls ba pero tipid sa load? May ALLNET w/ LANDLINE na sa TNT! Get up to 1,000 minutes of landline calls + Unli Calls & Texts to all valid for up to 1 year! Get it on smrt.ph/SmartApp or dial *123# NOW",ham
"Mag subscribe na sa ALL DATA 99 today dahil 2x all access data na ito, perfect para sa lahat ng sites and apps. Enjoy 6 GB, plus another 6 GB all access data for free, all valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
PAYDAY SALE ALERT: Last day today para mag GIGA VIDEO 120 na may EXTRA FREE 5 GB + UNLI CALLS & TEXTS! Kaya avail na via https://smrt.ph/GetSmartApp or dial *123#,ham
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: mixpod.de,scam
Saturday Frenzy at WPlusSlots.de ! Secure your 999p Bonus + up to 100% first deposit bonus + 588p. Get ready to win!,scam
"Ang ALL DATA 99 ay may 2x more data na kaya mas pangmatagalan na ang access to all sites & apps. Enjoy 6 GB, plus another 6 GB all access data for free, all valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
"Sagot ka ng GGives this weekend! Shop back-to-school essentials at the SM Store & pay later in easy, affordable installments! On the GCash app, tap Borow > GGives to see your credit limit.",ham
"#BDOStopScam: Unsure if a transaction or login alert received via SMS/Email is legit? If it has a link, it's a SCAM! Don't click links and never share your OTP!",ham
"TGIF extravaganza at GJP PH! Get a 6,888p bonus and compete in our Bet Tournament. Win up to 12,000p or an Oppo Reno 11 Pro! Gojpcards.de",scam
Mag-enjoy ng saya at kumuha ng 100% Welcome Bonus + 50% Live Casino Bonus hanggang 3000 pesos sa EpicWBet.de ngayon! Huwag magpahuli!,scam
Before the Month Ends: Kunin ang TNT's Exclusive Offer for New Maya Users! May 100% cashback pag bumili ng P100 load for yourself sa Maya. Kaya download and upgrade na: https://official.maya.ph/3xMF/SmartSignUp T&Cs apply. DTI192508,ham
"Stay connected today at mag ALL DATA 99 na dahil 2x more data ka na with 6 GB for all sites and apps, plus 6 GB all access data for free. All valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
PAYDAY SALE ALERT: Mag GIGA VIDEO 120 na & get EXTRA FREE 5 GB + UNLI CALLS & TEXTS! Promo 'til 30-June-2024 lang! Avail na via https://smrt.ph/GetSmartApp or dial *123#,ham
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha: cxbz.de,scam
"Mag subscribe na sa ALL DATA 99 today dahil 2x all access data na ito, perfect para sa lahat ng sites and apps. Enjoy 6 GB, plus another 6 GB all access data for free, all valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
DON'T MISS OUT: Payday Sale na ng TNT bukas! Still can't wait? May TNT promos na saktong para sa'yo ngayon! Explore https://smrt.ph/GetSmartApp or dial *123# now!,ham
"Ang ALL DATA 99 ay may 2x more data na kaya mas pangmatagalan na ang access to all sites & apps. Enjoy 6 GB, plus another 6 GB all access data for free, all valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 535.83 to Seamoney Credit. Your OTP is 802779. If you DID NOT make this request, please ignore this message.",ham
25-Jun 20:18: UTANG NA LOAD approved. May 5 AllNet Texts ka na for 1 day. P5 will be deducted sa iyong next reload. Ref: 781246611131,ham
You have received P99.00 GCash from 7eleven Kiosk w/ MSG - 2417-7057-7763. Your new balance is P541.43 06-25-24 7:40PM. Ref no. 0018623961148.,ham
"Stay connected today at mag ALL DATA 99 na dahil 2x more data ka na with 6 GB for all sites and apps, plus 6 GB all access data for free. All valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",ham
"Get a chance to win P3000 Cash Credits with BDO Online! Just download and log in on the app to join. Use your cash credits like real cash! For new BDO Online users only. Promo runs until July 31, 2024. T&Cs apply. DTI195531.",ham
We hope you enjoyed your promo. Add Load NOW at smrt.ph/SmartApp! Try DOUBLE GIGA STORIES+ 130 and get up to 17 GB Data valid for 7 days!,ham
Nag-expire na ang Shareable Data mo.,ham
Never run out of data. Manage your account & subscriptions with just a tap in the Smart App smrt.ph/CheckUsage,ham
May 60 mins ka na lang sa Shareable Data mo.,ham
Your payment of P249.00 to Netflix has been successfully processed on 06-24-24 10:01:30 PM. Ref. No. 005694819,ham
You have successfully linked your GCash account to Netflix. Enjoy easier online shopping with GCash now!,ham
"477840 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",ham
May P6140 na natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Maglagay ng P50 upang maclaim sa aming 24/7 CS: kqlx.uk,scam
Get MORE Load for less with the all NEW PROMO LOAD! Buy P200 and get a total of P222 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,ham
Tuloy ang Saya! May 100 MB + 100 Allnet Mins + 100 Allnet Texts ka na for 1 day with Pantawid 10.,ham
2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,ham
1/2 24-Jun 02:50: P10 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:BFO6PBHZBW. Get MORE with PROMO LOAD in the Smart App!,ham
"Spin the Daily Lucky Wheel atGojplaywild.de and win a Samsung Galaxy S23+ 5G worth P42,999! New members grab a 130% bonus up to P1000. Don't miss out!",scam
Never run out of data. Always check your load balance and subscriptions with just a tap on smrt.ph/CheckUsage,ham
You're trying to access sites not included in your promo OR haven't subscribed to one yet.,ham
May 60 mins ka na lang sa FREE UNLI TIKTOK ARAW-ARAW mo. Discover MORE promos on the GigaLife App & get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp,ham
"May UNLI TikTok SAYA ka na, may up to 20% Cashback ka pa! Pwede rin sa REGULAR LOAD kaya mag-load na sa Maya, KaTropa! Dowload NA: https://official.maya.ph/3xMF/vk86la9h DTI192525",ham
Urgent: NCAP Violation. Pay your overdue fine within 24 hours to prevent driver's license revocation. Visit ltoviolation(.)com for immediate payment.,scam
2x na ALL DATA 99 for only P99? LIMITED TIME lang 'to: Get 2x more data dahil may EXTRA FREE 6 GB for ALL SITES & APPS for 7 days 'pag nag load na ng ALL DATA 99 NOW! Load ALL DATA 99 na sa https://smrt.ph/GetSmartApp or dial *123#,ham
"Pasukan na naman, gadget-ready ka na ba? Shop with GGives at MemoXpress for 0% interest installment payments! Visit any MemoXpress or Jr MemoXpress store nationwide to avail.",ham
Payday Sale? Abangan ang exclusive promo na swak para sa'yo! Can't wait? May iba pang sulit promos just for you! Just go to https://smrt.ph/GetSmartApp or dial *123#,ham
You up for an UNSTPPBL thrift sesh at Escolta? Swap 7.5GB High Speed No Expiry Data to score cool finds and P97 off your purchase from over 19 Hub Make Lab merchants. A minimum spend of P300 is required. Swap via 'Mo Creds now! No advisories? Text OFF to 2686 for free.,ham
Use verification code 724923 for Microsoft authentication.,ham
"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 1500.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 769915.",ham
Yassss! You've successfully registered to 20GB No Expiry. You may view your promo details in the Account section of the GOMO PH app.,ham
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 259.00 to GOMO. Your OTP is 827734. If you DID NOT make this request, please ignore this message.",ham
Shareable Data MB: 3072 Exp: 23Jun2024 09:51PM Unli Texts Exp: 23Jun2024 09:51PM,ham
21Jun10:39 PM Regular Load: P3.00 Exp: 20Jun2025 09:49PM FREE DATA MB 398.5 Exp: 23Jun2024 09:50PM FREE UNLI TIKTOK EVERY DAY Exp: 23Jun2024 09:51PM,ham
"Jump into Friday Fever at GJPusdt.de! Earn a 6,888p Bonus and a chance to win the high-tech VIVO V30 PRO 5G. Start your weekend winning!",scam
"Doble ang Saya sa TNT! Bago sa Maya? May 100% cashback pag nag-download ka ng Maya, nag-upgrade, at nag-avail ng P100 load for your Maya number. Doblehin ang saya ngayon: https://official.maya.ph/3xMF/SmartSignUp T&Cs apply. DTI192508",ham
May P2580 credit ka dito na!Wag sayangin ang extra pera at kunin agad eto in 8hrs. Wag magpahuli at baka magsisi ka! Dali! bnyh.eu,scam
PayPal: 425035 is your security code. Don't share your code.,ham
Salamat KaTropa! Ito na ang FREE 3 GB for 3 days! Go to smrt.ph/GigaLifeApp or dial *123# para makakita pa ng all out sulit offers!,ham
Habaan ang Saya ng TIKTOK SAYA! Get up to 30 DAYS of FREE UNLI TikTok + 20 GB + Unli Calls & Texts with TIKTOK SAYA 449. Load na at smrt.ph/SmartApp,ham
Tuloy ang Saya! May FREE UNLI TikTok + 3 GB + Unli Texts ka na for 3 days with TIKTOK SAYA 50.,ham
1/2 20-Jun 21:49: P50 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:BFK1P0ZQ9L. Get MORE with PROMO LOAD in the Smart App!,ham
2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,ham
Ok,scam
Join the Slot Tournament now! Get 3000p FREE on sign-up + a chance to win a VIVO V30e 256GB! Don't miss out on the excitement! sbetphlucks.eu,scam
Sign up now and get 3000p FREE + a chance to win a VIVO V30e 256GB! Join the Slot Tournament for your shot at winning big! sbetphbet.eu,scam
Use the BDO Online app to Send Money to other banks and wallets. Get a low transfer fee of only P10 via InstaPay!,ham
Never run out of data. Always check your load balance and subscriptions with just a tap on smrt.ph/CheckUsage,ham
You're trying to access sites not included in your promo OR haven't subscribed to one yet.,ham
"Download and log in on the BDO Online app to be one of 2,000 winners of P3,000 Cash Credits. It's that simple! Join now! T&Cs apply. DTI195531",ham
"88ph.so UNLIMITED FUN-MAKE YOUR DAY MOAN-HUBARAN LIVE, JAKOL LIVE-EXCLUSIVE FREE ACCESS HERE AT PHP",scam
Never run out of data. Always check your load balance and subscriptions with just a tap on smrt.ph/CheckUsage,ham
You're trying to access sites not included in your promo OR haven't subscribed to one yet.,ham
Napili ang number na ito upang manalo ng P2874! Sumali sa zxcd.eu gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,scam
"GOMO's got you covered, honey! Looking for dates, new besties, or business connections this pride month? Get a 1-month subscription to Bumble Premium by swapping 5GB of your High Speed No Expiry Data via 'Mo Creds. Swap now! No advisories? Text OFF to 2686 for free.",ham
"Muntik na yun, ah? Sumakto ang pag-reload mo! Tandaan na laging magpa-load! Ang REGISTERED SIMs ay pwede pa rin MADEACTIVATE kapag hindi nagpapa-load regularly! Laging i-check si Smart app https://smrt.ph/GetSmartApp or dial *123# para makita ang best offers for your load!",ham
1/2 18-Jun 10:39: P5 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:BFI1ORT5B5. Get MORE with PROMO LOAD in the Smart App!,ham
2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,ham
"Ongoing rank game pero biglang naubos ang data? Gotchu fam! With TNT UTANG NA LOAD, you can get 200 MB now, pay P10 on your next top up! Dial *5623# now!",ham
"Magandang Araw <NAME>, Shopee Delivery! Sa ilalim ng iyong pahintulot, mangongolekta kami ng litrato bilang Proof of Delivery. Pakihanda ang iyong bayad na 0 PHP. Gamitin ang QRPH code para sa cashless payment. [COD Unbox]: Maaaring kang mag-request i-check ang item at i-return on the spot ito kung may issue. I-check ang order details for eligibility. Pag may katanungan, i-contact ang Customer Service sa Shopee App.",ham
Ikaw ay napili na makatanggap ng P6625 mula sa charm8fortune.uk! Sumali gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,scam
"New members sign up even with free P1688 rewards,Extra 20% every day,Limited spots act now! 777cc.eu Get another P188 for downloading the app!",scam
You have received P198.00 GCash from 7eleven Kiosk w/ MSG - 2416-9036-6150. Your new balance is P293.43 06-17-24 3:11PM. Ref no. 0018409552617.,ham
"charm8fortune.uk <<< Your exclusive bonus of 5,979 pesos has been credited to your account. Don't miss this!!",scam
"Get up to 1,000 bonus Peso Points with BDO Pay! Simply Scan to Pay to earn 2 bonus Peso Points per transaction. Promo runs from June 17 to July 31, 2024. Visit the BDO website, click Deals and search Bonus Points to learn more. T&Cs apply. DTI195469",ham
"GJP Monday Adventure! Win a Xiaomi 14 in our electrifying Bet Tournament at Gojpotfree.de! New player special: Grab a sensational 130% bonus + 1,000P!",scam
Pop's Day sure be poppin'! Cheers to all the awesome dads out there celebrating with their equally awesome families. You deserve all the love. Happy Father's Day!,ham
"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 2000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 729918.",ham
"May UNLI TikTok SAYA ka na, may up to 20% Cashback ka pa! Pwede rin sa REGULAR LOAD kaya mag-load na sa Maya, KaTropa! Dowload NA: https://official.maya.ph/3xMF/vk86la9h DTI192525",ham
You have received P2101.77 GCash from 7eleven Kiosk w/ MSG - 2416-8040-5014. Your new balance is P2110.43 06-16-24 4:41PM. Ref no. 0018385379797.,ham
"Hi Mr/Ms <NAME>, RDCN 65195 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",ham
Your experience at WinningPlus! Claim a 6888p bonus! Enjoy the Sunday Special with 999p & free 588p for new members! Visit now at wpfortune.de,scam
Nakuha mo ung pera?,scam
Ikaw ay napili na makatanggap ng P2780 mula sa lucky8jil.ca! Sumali gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,scam
100% Cashback handog ng TNT at Maya! I-download at i-upgrade ang Maya app at bumili ng P100 load for yourself sa Maya. I-claim mo na bago pa mawala: https://official.maya.ph/3xMF/SmartSignUp T&Cs apply. Users who qualify for the promo will receive their reward within 3 business days. DTI192508,ham
"Magtungo sa kasiyahan ng Spins Rounds Challenge! Dito, may pagkakataon kang mapanalunan ang bagong Yamaha Mio Gravis! spnswow.eu !",scam
"Happy Friday! Celebrate with 10% Jili + 12% Daily Bonus on SBET! Win VIVO V30e smartphone, 8GB RAM + 256GB storage and more. Visit sbetcock.eu and start winning!",scam
lucky7shot.ca <-- Claim here! Nanalo ka ng P2760! Maglagay lamang ng P100 upang makuha ang panalo!,scam
"GOMO got you hooked? Spread the awesome, fam! Your friends can switch to GOMO for FREE and keep their number with Mobile Number Portability (MNP). Go to the ""Get GOMO SIM"" page on the GOMO website and click ""Keep Existing Number"" to learn more. For more info on MNP, visit the Telecommunications Connectivity, Inc. (TCI) website. TCI is the joint venture company of Globe, Smart, and DITO.",ham
"Hi <NAME>, Shopee Delivery! With your consent, we will take a photo of the parcel as Proof of Delivery. For COD payment, please prepare 0 PHP. You may also scan a QRPH code for cashless payment. [COD Unbox]: You may request to check your items and return on the spot if there are issues. Check your order details for eligibility. For questions, please contact Customer Service on the Shopee App.",ham
Mas kumpleto ang Father's Day celebration with Yellow Cab pizza! Celebrate now & pay later with GGives! Tap Borrow > GGives to view your available credit limit.,ham
phmega.uk << Claim here! Nanalo ka ng P2760! Kunin na ang inyong premyo ngayon! Bisitahin ang link na ito upang makuha ang inyong napanalunan.,scam
"Sa Spins Rounds Challenge, may chance kang manalo ng Yamaha Mio Gravis. Kumuha agad ng bonus sa spnswow.eu !",scam
Don't wait! Join GJPblast.eu for your chance to win a Samsung Galaxy S23+ 5G and a 130% bonus up to P1000!,scam
Ikaw ang maswerteng Makatanggap ng P555 na bonus >>> lvv65a118l.uk/?0skf8hf7ah,scam
"Ang REGISTERED SIMs ay pwede pa rin MADEACTIVATE kapag hindi nagpapa-load regularly! MAG-LOAD na ng P60 at i-try na ang new GIGA STORIES 60! Enjoy 1 GB/day for TikTok, IG, FB, X & more + 2 GB ALL ACCESS for 3 days! Load P60 by 18-June-2024 to get EXTRA FREE 500 MB + UNLI ALLNET CALLS & TEXTS for 3 days!",ham
LBC Express We just made a delivery attempt but it was unsuccessful. You can track its real-time location here and request redelivery: lbcp.mx/Sn,ham
"May TNT UTANG NA LOAD in case of emergencies ngayong Tag-ulan! You can get up to 200 MB now, pay P10 on your next top up! Dial *5623# now!",ham
